Generated Airfoil
1.000000 0.000000
0.999946 0.002785
0.999742 0.002854
0.999518 0.002932
0.999286 0.003012
0.999020 0.003084
0.998749 0.003177
0.998443 0.003266
0.998116 0.003402
0.997771 0.003508
0.997387 0.003641
0.996980 0.003755
0.996531 0.003939
0.996057 0.004085
0.995541 0.004276
0.994988 0.004466
0.994383 0.004700
0.993726 0.004935
0.993019 0.005169
0.992245 0.005462
0.991441 0.005773
0.990539 0.006069
0.989585 0.006450
0.988561 0.006848
0.987405 0.007234
0.986204 0.007677
0.984878 0.008147
0.983465 0.008628
0.981946 0.009159
0.980275 0.009780
0.978455 0.010353
0.976538 0.010976
0.974445 0.011672
0.972154 0.012446
0.969702 0.013232
0.967068 0.014138
0.964182 0.015031
0.961124 0.016178
0.957727 0.017223
0.954112 0.018354
0.950189 0.019658
0.945990 0.021088
0.941451 0.022511
0.936441 0.024189
0.931127 0.026058
0.925352 0.027782
0.919012 0.029689
0.912324 0.031762
0.904993 0.034195
0.897084 0.036567
0.888519 0.039078
0.879282 0.042204
0.869252 0.045018
0.858382 0.047755
0.846603 0.051495
0.833903 0.055086
0.820138 0.058835
0.805251 0.062945
0.789154 0.067655
0.771710 0.071805
0.752813 0.076795
0.732333 0.081654
0.710192 0.087411
0.686534 0.092994
0.660552 0.098985
0.632735 0.104692
0.601793 0.111218
0.568740 0.116292
0.532537 0.122831
0.497049 0.128617
0.463509 0.132435
0.431562 0.136261
0.401726 0.139092
0.373170 0.141155
0.346407 0.142435
0.321344 0.141859
0.297982 0.142476
0.275247 0.141554
0.254969 0.140469
0.234598 0.139349
0.216314 0.137860
0.199128 0.135141
0.182622 0.132448
0.167734 0.129039
0.153164 0.126139
0.140785 0.123488
0.128194 0.119758
0.116449 0.115514
0.105689 0.111959
0.096079 0.108552
0.086788 0.103892
0.077788 0.099976
0.070251 0.095999
0.062864 0.092238
0.056435 0.088196
0.050301 0.083876
0.044662 0.080250
0.039453 0.076036
0.034246 0.072218
0.030120 0.068445
0.026423 0.064773
0.023039 0.060733
0.019671 0.056999
0.016483 0.053391
0.014126 0.049899
0.011770 0.046619
0.009807 0.043295
0.008102 0.040065
0.006564 0.037002
0.005230 0.034077
0.003844 0.031266
0.003095 0.028666
0.002298 0.026083
0.001567 0.023653
0.001039 0.021339
0.000552 0.019192
0.000327 0.017128
0.000047 0.015186
-0.000131 0.013370
-0.000275 0.011633
-0.000360 0.010001
-0.000335 0.008472
-0.000376 0.007027
-0.000339 0.005666
-0.000311 0.004382
-0.000255 0.003182
-0.000187 0.002054
-0.000089 0.000996
0.000000 0.000000
0.000099 -0.000998
0.000220 -0.002067
0.000371 -0.003204
0.000551 -0.004423
0.000770 -0.005728
0.001030 -0.007108
0.001342 -0.008608
0.001721 -0.010163
0.002134 -0.011847
0.002642 -0.013621
0.003240 -0.015540
0.003910 -0.017529
0.004695 -0.019613
0.005621 -0.021891
0.006729 -0.024254
0.008030 -0.026752
0.009473 -0.029363
0.011090 -0.032091
0.013031 -0.034887
0.015142 -0.037860
0.017605 -0.040900
0.020396 -0.044059
0.023461 -0.047379
0.026982 -0.050554
0.030634 -0.054027
0.034967 -0.057461
0.039396 -0.060942
0.044535 -0.064566
0.050006 -0.068207
0.056010 -0.071385
0.062784 -0.075323
0.070027 -0.078538
0.077896 -0.082246
0.086528 -0.085792
0.096090 -0.088796
0.106379 -0.091485
0.117294 -0.095167
0.129388 -0.098415
0.141967 -0.100644
0.155866 -0.102776
0.170231 -0.105765
0.185857 -0.107627
0.203063 -0.110125
0.221160 -0.111970
0.240802 -0.114301
0.261525 -0.113992
0.284521 -0.114184
0.308128 -0.114529
0.333974 -0.114127
0.361292 -0.112335
0.390933 -0.111382
0.422227 -0.108476
0.455914 -0.105368
0.491769 -0.100666
0.530057 -0.095237
0.568576 -0.089519
0.603695 -0.084350
0.635886 -0.078973
0.665531 -0.074544
0.692755 -0.069203
0.717761 -0.065006
0.740665 -0.060746
0.761639 -0.056686
0.781023 -0.052975
0.798833 -0.049239
0.815139 -0.045437
0.830164 -0.042523
0.844006 -0.039235
0.856686 -0.036524
0.868388 -0.034090
0.879082 -0.031406
0.888993 -0.029514
0.898113 -0.027244
0.906509 -0.025438
0.914164 -0.023727
0.921242 -0.022038
0.927740 -0.020507
0.933679 -0.019021
0.939255 -0.017680
0.944257 -0.016536
0.948878 -0.015394
0.953129 -0.014397
0.957060 -0.013459
0.960696 -0.012561
0.963993 -0.011722
0.967071 -0.010927
0.969872 -0.010203
0.972451 -0.009550
0.974831 -0.008951
0.977032 -0.008437
0.979015 -0.007974
0.980871 -0.007476
0.982570 -0.007043
0.984142 -0.006632
0.985580 -0.006285
0.986895 -0.005987
0.988111 -0.005652
0.989251 -0.005327
0.990264 -0.005101
0.991225 -0.004851
0.992106 -0.004643
0.992909 -0.004431
0.993642 -0.004264
0.994318 -0.004106
0.994941 -0.003949
0.995510 -0.003808
0.996036 -0.003652
0.996522 -0.003563
0.996963 -0.003439
0.997373 -0.003348
0.997754 -0.003258
0.998095 -0.003191
0.998417 -0.003088
0.998706 -0.003012
0.998983 -0.002951
0.999227 -0.002888
0.999458 -0.002831
0.999668 -0.002762
0.999859 -0.002716
