Generated Airfoil
1.000000 0.000000
1.000696 0.003738
1.000530 0.003867
1.000334 0.004007
1.000125 0.004150
0.999919 0.004303
0.999656 0.004476
0.999398 0.004649
0.999144 0.004847
0.998817 0.005072
0.998482 0.005287
0.998125 0.005552
0.997727 0.005805
0.997332 0.006082
0.996873 0.006398
0.996376 0.006718
0.995825 0.007071
0.995259 0.007497
0.994623 0.007917
0.993953 0.008384
0.993168 0.008845
0.992435 0.009448
0.991577 0.010008
0.990641 0.010625
0.989621 0.011327
0.988520 0.012068
0.987344 0.012887
0.986011 0.013800
0.984654 0.014700
0.983181 0.015781
0.981492 0.016993
0.979823 0.018148
0.977826 0.019458
0.975800 0.020855
0.973551 0.022397
0.971148 0.023976
0.968646 0.025906
0.965685 0.027773
0.962717 0.029767
0.959301 0.032061
0.955677 0.034445
0.951789 0.036817
0.947431 0.039708
0.942969 0.042530
0.937918 0.045925
0.932394 0.049279
0.926526 0.052952
0.920011 0.056809
0.913016 0.061038
0.905515 0.064953
0.897277 0.069101
0.888204 0.074271
0.878401 0.079676
0.867900 0.085511
0.856037 0.091298
0.843480 0.097531
0.829477 0.104179
0.814446 0.111354
0.798037 0.118762
0.780100 0.125718
0.760340 0.133561
0.739056 0.141528
0.715656 0.149765
0.690416 0.157528
0.663185 0.165680
0.633470 0.173966
0.600602 0.182472
0.564643 0.189055
0.526476 0.196954
0.487493 0.201929
0.451499 0.205745
0.416984 0.210557
0.384214 0.210286
0.353961 0.210049
0.324218 0.211370
0.297915 0.209426
0.272305 0.207369
0.248608 0.204794
0.226246 0.202747
0.205193 0.196852
0.185909 0.192793
0.168623 0.188067
0.151944 0.182939
0.136415 0.177147
0.121717 0.170760
0.108149 0.164507
0.096939 0.158591
0.086170 0.152269
0.075457 0.145155
0.066725 0.138535
0.057809 0.132146
0.051034 0.125095
0.043815 0.118574
0.037531 0.112343
0.031944 0.106421
0.027274 0.099932
0.023122 0.093901
0.019299 0.088109
0.015900 0.082393
0.012825 0.076981
0.010111 0.071984
0.008041 0.066886
0.005739 0.062301
0.004575 0.057836
0.003070 0.053580
0.002103 0.049393
0.001259 0.045636
0.000683 0.042022
-0.000036 0.038511
-0.000561 0.035242
-0.001014 0.032166
-0.001113 0.029290
-0.001331 0.026565
-0.001492 0.024008
-0.001492 0.021635
-0.001528 0.019363
-0.001577 0.017274
-0.001464 0.015287
-0.001353 0.013431
-0.001284 0.011687
-0.001131 0.010039
-0.000967 0.008497
-0.000854 0.007027
-0.000720 0.005659
-0.000559 0.004370
-0.000441 0.003168
-0.000272 0.002042
-0.000138 0.000990
0.000000 0.000000
0.000159 -0.000991
0.000310 -0.002063
0.000475 -0.003196
0.000659 -0.004416
0.000879 -0.005701
0.001120 -0.007119
0.001366 -0.008621
0.001684 -0.010197
0.002041 -0.011876
0.002436 -0.013728
0.002904 -0.015616
0.003456 -0.017701
0.004067 -0.019880
0.004803 -0.022297
0.005647 -0.024734
0.006618 -0.027333
0.007737 -0.030133
0.009023 -0.033061
0.010464 -0.036207
0.012123 -0.039445
0.014000 -0.042965
0.016103 -0.046610
0.018485 -0.050525
0.021176 -0.054398
0.024157 -0.058643
0.027541 -0.063072
0.031313 -0.067556
0.035523 -0.072425
0.040191 -0.077136
0.045422 -0.082057
0.051240 -0.087087
0.057721 -0.092426
0.064846 -0.097613
0.072625 -0.102873
0.081272 -0.108127
0.090836 -0.112602
0.101225 -0.117733
0.112862 -0.122025
0.125430 -0.126936
0.138970 -0.131010
0.153821 -0.134751
0.170028 -0.137878
0.187060 -0.140048
0.205854 -0.142831
0.225934 -0.144017
0.247253 -0.144759
0.270236 -0.145107
0.294918 -0.143180
0.321227 -0.141231
0.349271 -0.139155
0.379328 -0.133907
0.411431 -0.129552
0.445765 -0.122566
0.482217 -0.115603
0.521234 -0.106577
0.560115 -0.097379
0.595753 -0.088550
0.628425 -0.081594
0.658397 -0.073013
0.685904 -0.065078
0.711141 -0.059627
0.734292 -0.053548
0.755576 -0.048505
0.775146 -0.043592
0.793136 -0.039133
0.809652 -0.034981
0.824827 -0.031654
0.838824 -0.028256
0.851728 -0.025955
0.863640 -0.023767
0.874599 -0.022543
0.884719 -0.020528
0.894060 -0.019409
0.902689 -0.017878
0.910679 -0.017173
0.918030 -0.016221
0.924757 -0.015210
0.930924 -0.014088
0.936603 -0.013357
0.941845 -0.012653
0.946646 -0.011698
0.951066 -0.011244
0.955098 -0.010546
0.958830 -0.009880
0.962254 -0.009359
0.965413 -0.008954
0.968312 -0.008422
0.970973 -0.007919
0.973422 -0.007581
0.975663 -0.007178
0.977750 -0.006765
0.979663 -0.006583
0.981400 -0.006354
0.983019 -0.006024
0.984489 -0.005776
0.985849 -0.005594
0.987104 -0.005426
0.988251 -0.005211
0.989320 -0.005051
0.990285 -0.004974
0.991165 -0.004773
0.991987 -0.004641
0.992749 -0.004578
0.993446 -0.004450
0.994092 -0.004387
0.994679 -0.004311
0.995229 -0.004218
0.995742 -0.004159
0.996209 -0.004093
0.996635 -0.004023
0.997016 -0.003947
0.997370 -0.003888
0.997695 -0.003848
0.997984 -0.003789
0.998259 -0.003748
0.998498 -0.003705
0.998723 -0.003672
0.998947 -0.003640
0.999151 -0.003602
