Generated Airfoil
1.000000 0.000000
1.000095 0.003088
0.999901 0.003187
0.999685 0.003269
0.999455 0.003382
0.999195 0.003482
0.998931 0.003595
0.998627 0.003727
0.998312 0.003874
0.997965 0.003995
0.997595 0.004184
0.997199 0.004349
0.996771 0.004550
0.996308 0.004748
0.995795 0.004968
0.995248 0.005184
0.994675 0.005449
0.994029 0.005692
0.993338 0.006002
0.992588 0.006342
0.991795 0.006672
0.990932 0.007045
0.989978 0.007475
0.988966 0.007925
0.987852 0.008411
0.986660 0.008959
0.985375 0.009450
0.983994 0.010113
0.982472 0.010738
0.980857 0.011434
0.979065 0.012202
0.977194 0.013050
0.975113 0.013903
0.972909 0.014815
0.970500 0.015888
0.967926 0.016897
0.965095 0.018204
0.961997 0.019380
0.958739 0.020801
0.955173 0.022188
0.951305 0.023866
0.947156 0.025524
0.942607 0.027370
0.937715 0.029415
0.932497 0.031669
0.926769 0.033838
0.920505 0.036408
0.913858 0.038825
0.906502 0.041806
0.898663 0.044845
0.890046 0.048060
0.880879 0.051171
0.870796 0.055007
0.859862 0.058494
0.848275 0.062668
0.835520 0.066937
0.821705 0.071784
0.806808 0.076590
0.790662 0.081665
0.773147 0.087316
0.754338 0.093516
0.733647 0.098860
0.711283 0.104426
0.687101 0.110582
0.661028 0.117128
0.632547 0.123254
0.601239 0.130531
0.567592 0.136696
0.530975 0.142953
0.494210 0.149042
0.459729 0.155067
0.426848 0.158599
0.396258 0.159671
0.367100 0.162487
0.340123 0.163547
0.314182 0.163274
0.290201 0.162469
0.267976 0.160604
0.246069 0.159227
0.226740 0.156946
0.207870 0.153917
0.190779 0.150694
0.174238 0.147567
0.159242 0.144070
0.145602 0.139779
0.131964 0.135536
0.119776 0.131300
0.108828 0.127235
0.098353 0.122529
0.088477 0.118022
0.079208 0.113690
0.071476 0.108881
0.063637 0.104309
0.055851 0.099395
0.049818 0.094807
0.043813 0.089982
0.038567 0.085621
0.033769 0.080943
0.029477 0.076360
0.025234 0.071765
0.021801 0.067542
0.018753 0.063266
0.015635 0.059102
0.013252 0.055089
0.010977 0.051199
0.008817 0.047458
0.007134 0.044093
0.005945 0.040711
0.004576 0.037455
0.003620 0.034431
0.002634 0.031536
0.002017 0.028756
0.001366 0.026157
0.000959 0.023692
0.000511 0.021364
0.000233 0.019154
0.000048 0.017094
-0.000160 0.015159
-0.000211 0.013325
-0.000281 0.011605
-0.000325 0.009973
-0.000332 0.008449
-0.000336 0.007007
-0.000290 0.005649
-0.000277 0.004371
-0.000230 0.003174
-0.000180 0.002049
-0.000098 0.000994
0.000000 0.000000
0.000094 -0.000993
0.000195 -0.002057
0.000319 -0.003190
0.000470 -0.004405
0.000659 -0.005695
0.000882 -0.007072
0.001141 -0.008556
0.001460 -0.010129
0.001821 -0.011789
0.002246 -0.013582
0.002750 -0.015490
0.003336 -0.017536
0.004004 -0.019668
0.004780 -0.021905
0.005678 -0.024386
0.006731 -0.026995
0.007915 -0.029704
0.009278 -0.032477
0.010850 -0.035444
0.012639 -0.038578
0.014711 -0.041895
0.017040 -0.045292
0.019698 -0.048830
0.022697 -0.052411
0.026072 -0.056204
0.029891 -0.060179
0.034167 -0.063996
0.038980 -0.068320
0.044286 -0.072162
0.050015 -0.076267
0.056830 -0.080664
0.063833 -0.084610
0.071495 -0.088808
0.080295 -0.093102
0.089510 -0.096990
0.099754 -0.100652
0.110570 -0.104312
0.122578 -0.107449
0.135277 -0.110858
0.148915 -0.113798
0.163607 -0.116535
0.179525 -0.118676
0.196260 -0.121202
0.214718 -0.123463
0.234439 -0.123939
0.255579 -0.124867
0.278276 -0.125636
0.302575 -0.124958
0.328306 -0.123566
0.356012 -0.122146
0.385851 -0.119066
0.417478 -0.115530
0.451324 -0.111871
0.487370 -0.105855
0.526062 -0.099865
0.564538 -0.093654
0.599848 -0.087074
0.632339 -0.081070
0.662166 -0.075254
0.689526 -0.070066
0.714750 -0.065034
0.737954 -0.060078
0.759264 -0.055743
0.778730 -0.051837
0.796712 -0.047744
0.813259 -0.044011
0.828392 -0.040884
0.842357 -0.037819
0.855141 -0.035216
0.866960 -0.032765
0.877857 -0.030311
0.887836 -0.028075
0.896988 -0.026191
0.905403 -0.024502
0.913182 -0.022708
0.920357 -0.021184
0.926944 -0.019555
0.932951 -0.018373
0.938521 -0.017131
0.943632 -0.015923
0.948313 -0.014864
0.952647 -0.013918
0.956604 -0.012974
0.960215 -0.012126
0.963582 -0.011349
0.966643 -0.010637
0.969463 -0.010044
0.972078 -0.009412
0.974483 -0.008850
0.976690 -0.008364
0.978706 -0.007822
0.980591 -0.007410
0.982312 -0.007090
0.983878 -0.006692
0.985324 -0.006342
0.986666 -0.006036
0.987894 -0.005719
0.989021 -0.005472
0.990058 -0.005272
0.991027 -0.004995
0.991916 -0.004810
0.992720 -0.004631
0.993468 -0.004476
0.994147 -0.004311
0.994772 -0.004168
0.995343 -0.004005
0.995865 -0.003892
0.996352 -0.003798
0.996803 -0.003692
0.997220 -0.003609
0.997600 -0.003506
0.997941 -0.003422
0.998265 -0.003351
0.998563 -0.003288
0.998828 -0.003211
0.999081 -0.003144
0.999316 -0.003100
0.999522 -0.003040
0.999723 -0.002999
