Generated Airfoil
1.000000 0.000000
1.000113 0.002863
0.999915 0.002953
0.999706 0.003040
0.999470 0.003133
0.999222 0.003245
0.998948 0.003359
0.998648 0.003500
0.998333 0.003642
0.997994 0.003796
0.997619 0.003945
0.997234 0.004111
0.996796 0.004330
0.996325 0.004550
0.995835 0.004727
0.995274 0.004991
0.994703 0.005217
0.994063 0.005516
0.993367 0.005803
0.992627 0.006105
0.991817 0.006497
0.990945 0.006856
0.990005 0.007256
0.988989 0.007682
0.987875 0.008169
0.986691 0.008700
0.985382 0.009265
0.984016 0.009825
0.982536 0.010438
0.980893 0.011083
0.979107 0.011903
0.977252 0.012599
0.975201 0.013445
0.972967 0.014439
0.970576 0.015341
0.967972 0.016322
0.965177 0.017498
0.962093 0.018661
0.958855 0.020011
0.955276 0.021309
0.951341 0.022753
0.947322 0.024505
0.942703 0.026067
0.937848 0.027818
0.932610 0.029969
0.926880 0.031885
0.920602 0.034081
0.913963 0.036583
0.906765 0.038843
0.898945 0.041334
0.890450 0.044635
0.881281 0.047739
0.871333 0.051238
0.860627 0.054693
0.849012 0.058659
0.836490 0.062073
0.822619 0.066489
0.807805 0.070460
0.791621 0.074879
0.773988 0.079152
0.755019 0.084173
0.734510 0.089523
0.712362 0.093991
0.688442 0.099664
0.662666 0.104898
0.634570 0.110817
0.603841 0.117027
0.570465 0.122875
0.534354 0.128485
0.498154 0.133574
0.464232 0.137332
0.431983 0.141590
0.401940 0.142482
0.373409 0.144134
0.346902 0.145819
0.321605 0.145049
0.297628 0.145347
0.275692 0.143649
0.254316 0.142361
0.235210 0.140384
0.216922 0.139500
0.199178 0.136479
0.183201 0.133791
0.167935 0.131139
0.153751 0.127271
0.140569 0.124270
0.128387 0.119949
0.117012 0.116765
0.105773 0.112679
0.095965 0.108516
0.086532 0.104915
0.078596 0.101321
0.069915 0.096826
0.062393 0.092344
0.056036 0.088575
0.049971 0.084252
0.044468 0.080286
0.039017 0.076380
0.034576 0.072241
0.030361 0.068281
0.026359 0.064218
0.023095 0.060471
0.020089 0.056877
0.017383 0.052965
0.014866 0.049475
0.012819 0.045965
0.010798 0.042747
0.009349 0.039549
0.007954 0.036506
0.006407 0.033725
0.005436 0.030871
0.004464 0.028206
0.003544 0.025752
0.002869 0.023357
0.002298 0.021106
0.001757 0.018981
0.001344 0.016952
0.000965 0.015053
0.000652 0.013257
0.000434 0.011552
0.000288 0.009943
0.000119 0.008432
0.000025 0.007002
-0.000025 0.005653
-0.000071 0.004384
-0.000080 0.003188
-0.000059 0.002060
-0.000026 0.000999
0.000000 0.000000
0.000056 -0.000994
0.000139 -0.002057
0.000249 -0.003192
0.000388 -0.004393
0.000560 -0.005673
0.000770 -0.007061
0.001023 -0.008529
0.001325 -0.010087
0.001682 -0.011758
0.002103 -0.013533
0.002595 -0.015436
0.003169 -0.017444
0.003832 -0.019558
0.004601 -0.021793
0.005483 -0.024192
0.006515 -0.026764
0.007688 -0.029432
0.009045 -0.032259
0.010626 -0.035126
0.012387 -0.038253
0.014521 -0.041389
0.016896 -0.044758
0.019687 -0.048183
0.022891 -0.051633
0.026368 -0.055263
0.030449 -0.058864
0.034889 -0.062697
0.039891 -0.066691
0.045460 -0.070216
0.051562 -0.074059
0.058141 -0.078051
0.065370 -0.082072
0.073332 -0.085731
0.081901 -0.090023
0.091467 -0.094398
0.101538 -0.097606
0.112265 -0.101293
0.123879 -0.105162
0.136608 -0.108269
0.150152 -0.112072
0.164601 -0.114667
0.180652 -0.117277
0.197641 -0.119405
0.216184 -0.121761
0.235908 -0.122204
0.256775 -0.122183
0.279444 -0.124060
0.303599 -0.121501
0.329717 -0.120917
0.357231 -0.119531
0.386863 -0.117538
0.418359 -0.113089
0.452011 -0.109762
0.487820 -0.104501
0.526359 -0.099149
0.564663 -0.093108
0.599899 -0.086753
0.632353 -0.080418
0.662153 -0.074103
0.689598 -0.068188
0.714748 -0.062896
0.737936 -0.057942
0.759152 -0.053224
0.778663 -0.048634
0.796563 -0.044699
0.813040 -0.041021
0.828226 -0.037722
0.842146 -0.035133
0.854933 -0.032593
0.866721 -0.030192
0.877543 -0.028026
0.887562 -0.025745
0.896670 -0.023986
0.905213 -0.022559
0.912938 -0.020680
0.920065 -0.019210
0.926613 -0.017639
0.932676 -0.016085
0.938240 -0.015115
0.943370 -0.013983
0.948064 -0.012924
0.952387 -0.011956
0.956402 -0.011240
0.960022 -0.010410
0.963415 -0.009651
0.966516 -0.009013
0.969328 -0.008528
0.971968 -0.007988
0.974370 -0.007501
0.976588 -0.007121
0.978626 -0.006711
0.980509 -0.006289
0.982216 -0.006040
0.983820 -0.005724
0.985277 -0.005458
0.986607 -0.005209
0.987848 -0.005012
0.988976 -0.004775
0.990019 -0.004603
0.990970 -0.004474
0.991852 -0.004280
0.992645 -0.004163
0.993399 -0.004055
0.994088 -0.003896
0.994721 -0.003795
0.995295 -0.003676
0.995833 -0.003565
0.996320 -0.003460
0.996774 -0.003384
0.997181 -0.003308
0.997569 -0.003227
0.997916 -0.003154
0.998243 -0.003083
0.998542 -0.003042
0.998815 -0.002977
0.999068 -0.002920
0.999299 -0.002864
0.999511 -0.002836
0.999705 -0.002777
