Generated Airfoil
1.000000 0.000000
0.999894 0.002603
0.999689 0.002678
0.999459 0.002753
0.999222 0.002803
0.998959 0.002921
0.998678 0.002950
0.998374 0.003056
0.998045 0.003172
0.997691 0.003253
0.997299 0.003404
0.996885 0.003501
0.996447 0.003673
0.995951 0.003820
0.995432 0.003991
0.994859 0.004161
0.994259 0.004367
0.993598 0.004592
0.992888 0.004805
0.992106 0.005083
0.991272 0.005339
0.990377 0.005613
0.989409 0.005894
0.988359 0.006259
0.987209 0.006591
0.985984 0.006942
0.984636 0.007367
0.983226 0.007798
0.981663 0.008250
0.980009 0.008759
0.978173 0.009251
0.976202 0.009843
0.974114 0.010484
0.971795 0.011184
0.969331 0.011864
0.966676 0.012682
0.963769 0.013521
0.960643 0.014471
0.957179 0.015418
0.953575 0.016472
0.949663 0.017675
0.945406 0.018939
0.940765 0.020308
0.935809 0.021635
0.930363 0.023254
0.924536 0.024918
0.918242 0.026655
0.911384 0.028547
0.904081 0.030803
0.896088 0.032959
0.887474 0.035342
0.878070 0.038182
0.868099 0.040592
0.857178 0.043310
0.845362 0.046572
0.832576 0.049650
0.818755 0.053214
0.803738 0.057066
0.787588 0.061050
0.769977 0.065142
0.751009 0.069908
0.730358 0.074286
0.708102 0.078949
0.684306 0.084408
0.658737 0.090495
0.631149 0.096455
0.600587 0.102142
0.567850 0.107110
0.531673 0.113381
0.496152 0.119295
0.463089 0.122844
0.430941 0.126543
0.401554 0.129354
0.372869 0.132583
0.346523 0.133546
0.321398 0.135184
0.297919 0.134993
0.275877 0.135968
0.254323 0.135745
0.234439 0.136020
0.216043 0.134645
0.198186 0.132997
0.181852 0.130322
0.166794 0.128701
0.151922 0.125464
0.138629 0.122372
0.126420 0.117990
0.115053 0.114648
0.103451 0.111676
0.093677 0.107719
0.084616 0.103765
0.075206 0.099959
0.067151 0.096213
0.060178 0.091927
0.053988 0.087997
0.047798 0.083882
0.041831 0.080266
0.036404 0.075931
0.031885 0.072386
0.027271 0.068518
0.023654 0.064726
0.020464 0.060846
0.017276 0.056938
0.014257 0.053511
0.012437 0.049947
0.009760 0.046675
0.008007 0.043392
0.006108 0.040234
0.004665 0.037154
0.003459 0.034271
0.002240 0.031410
0.001567 0.028773
0.000914 0.026162
0.000248 0.023724
-0.000338 0.021395
-0.000575 0.019200
-0.000835 0.017101
-0.001012 0.015151
-0.001121 0.013303
-0.001210 0.011557
-0.001120 0.009926
-0.000986 0.008400
-0.000936 0.006961
-0.000799 0.005615
-0.000664 0.004346
-0.000493 0.003157
-0.000328 0.002039
-0.000161 0.000988
0.000000 0.000000
0.000178 -0.000984
0.000391 -0.002033
0.000626 -0.003165
0.000928 -0.004357
0.001224 -0.005625
0.001605 -0.006981
0.002038 -0.008414
0.002528 -0.009975
0.003132 -0.011603
0.003776 -0.013304
0.004532 -0.015161
0.005425 -0.017102
0.006388 -0.019118
0.007559 -0.021261
0.008882 -0.023497
0.010422 -0.025923
0.012173 -0.028327
0.014112 -0.030817
0.016266 -0.033466
0.018661 -0.036266
0.021458 -0.038993
0.024367 -0.041757
0.027897 -0.044795
0.031462 -0.047587
0.035385 -0.051034
0.040198 -0.054056
0.044791 -0.057291
0.050537 -0.060702
0.055912 -0.063392
0.062156 -0.066800
0.068986 -0.069279
0.076465 -0.072748
0.084202 -0.075606
0.093362 -0.078682
0.102456 -0.081271
0.113005 -0.085006
0.123823 -0.087395
0.136324 -0.090379
0.149024 -0.092488
0.162845 -0.094656
0.177006 -0.099309
0.192716 -0.101714
0.209618 -0.103302
0.228071 -0.106176
0.247182 -0.107914
0.268227 -0.109463
0.290656 -0.109971
0.314325 -0.110770
0.339728 -0.110592
0.366943 -0.108677
0.396189 -0.106944
0.427304 -0.104837
0.460677 -0.101777
0.496082 -0.097786
0.533905 -0.092763
0.571910 -0.087596
0.606550 -0.082335
0.638227 -0.077858
0.667665 -0.073419
0.694688 -0.068468
0.719429 -0.065178
0.742214 -0.060526
0.763039 -0.057289
0.782198 -0.053694
0.799875 -0.050072
0.816315 -0.046564
0.831170 -0.043555
0.844975 -0.040225
0.857597 -0.037102
0.869124 -0.034662
0.879851 -0.032166
0.889753 -0.030091
0.898743 -0.027916
0.907120 -0.026186
0.914669 -0.023961
0.921710 -0.022370
0.928081 -0.020855
0.934049 -0.019250
0.939504 -0.017961
0.944472 -0.016776
0.949111 -0.015670
0.953383 -0.014603
0.957363 -0.013549
0.960880 -0.012623
0.964178 -0.011840
0.967236 -0.011042
0.970068 -0.010350
0.972598 -0.009698
0.974974 -0.009087
0.977168 -0.008540
0.979171 -0.008075
0.980999 -0.007517
0.982690 -0.007086
0.984256 -0.006638
0.985682 -0.006315
0.987016 -0.005996
0.988202 -0.005611
0.989323 -0.005343
0.990338 -0.005095
0.991287 -0.004854
0.992165 -0.004600
0.992973 -0.004394
0.993703 -0.004232
0.994374 -0.004047
0.994998 -0.003846
0.995569 -0.003724
0.996100 -0.003577
0.996584 -0.003469
0.997026 -0.003316
0.997437 -0.003227
0.997810 -0.003138
0.998154 -0.003073
0.998478 -0.002981
0.998769 -0.002888
0.999034 -0.002814
0.999287 -0.002728
0.999513 -0.002683
0.999722 -0.002600
0.999913 -0.002555
