Generated Airfoil
1.000000 0.000000
0.999957 0.002490
0.999749 0.002585
0.999526 0.002674
0.999288 0.002721
0.999028 0.002801
0.998749 0.002869
0.998452 0.002960
0.998124 0.003097
0.997772 0.003191
0.997397 0.003360
0.996990 0.003452
0.996549 0.003611
0.996051 0.003874
0.995553 0.003983
0.994980 0.004216
0.994380 0.004435
0.993737 0.004715
0.993029 0.004877
0.992261 0.005190
0.991439 0.005466
0.990546 0.005751
0.989589 0.006105
0.988548 0.006470
0.987422 0.006847
0.986241 0.007191
0.984877 0.007665
0.983497 0.008078
0.981965 0.008578
0.980316 0.009112
0.978544 0.009637
0.976575 0.010232
0.974519 0.010832
0.972254 0.011542
0.969814 0.012287
0.967133 0.013090
0.964317 0.013946
0.961152 0.014906
0.957797 0.015782
0.954212 0.016826
0.950284 0.018000
0.946177 0.019285
0.941469 0.020509
0.936533 0.021883
0.931349 0.023378
0.925469 0.025026
0.919208 0.026749
0.912468 0.028398
0.905101 0.030287
0.897279 0.032266
0.888743 0.034886
0.879471 0.037140
0.869536 0.039883
0.858876 0.042536
0.847131 0.045803
0.834702 0.048642
0.820917 0.051848
0.806312 0.055519
0.790312 0.058831
0.772803 0.062197
0.754312 0.066259
0.733963 0.070603
0.712006 0.074336
0.688584 0.078968
0.663363 0.083812
0.636022 0.089019
0.605632 0.094208
0.573166 0.099152
0.538034 0.104304
0.503179 0.109347
0.469818 0.113013
0.438316 0.115254
0.408815 0.117437
0.380884 0.119743
0.354165 0.121424
0.329563 0.120149
0.306159 0.120831
0.284337 0.121033
0.263726 0.119753
0.244308 0.119648
0.225748 0.118791
0.209249 0.117961
0.193153 0.115890
0.178297 0.113455
0.164068 0.111077
0.151464 0.109235
0.139147 0.105989
0.127198 0.102551
0.116088 0.099244
0.105762 0.096173
0.096889 0.093465
0.088117 0.090432
0.079327 0.087837
0.071789 0.084153
0.064959 0.080861
0.058524 0.077392
0.052667 0.074229
0.046492 0.071252
0.041537 0.067668
0.036657 0.064212
0.032299 0.061053
0.028579 0.057315
0.024947 0.054309
0.021821 0.050779
0.018782 0.047276
0.016376 0.044268
0.014069 0.041357
0.012123 0.038406
0.010248 0.035490
0.008758 0.032751
0.007213 0.030161
0.006096 0.027724
0.005208 0.025273
0.004101 0.022966
0.003553 0.020895
0.002778 0.018799
0.002314 0.016813
0.001739 0.014991
0.001334 0.013218
0.000853 0.011546
0.000651 0.009952
0.000425 0.008452
0.000253 0.007018
0.000116 0.005671
0.000043 0.004392
0.000020 0.003192
0.000012 0.002065
-0.000013 0.001000
0.000000 0.000000
0.000055 -0.000997
0.000138 -0.002064
0.000247 -0.003207
0.000386 -0.004414
0.000558 -0.005704
0.000768 -0.007084
0.001021 -0.008584
0.001324 -0.010134
0.001683 -0.011771
0.002109 -0.013578
0.002609 -0.015434
0.003198 -0.017398
0.003881 -0.019503
0.004688 -0.021715
0.005619 -0.023998
0.006756 -0.026512
0.008042 -0.029059
0.009583 -0.031750
0.011410 -0.034471
0.013449 -0.037513
0.015993 -0.040386
0.018764 -0.043634
0.022056 -0.046871
0.025564 -0.049990
0.029597 -0.053510
0.033873 -0.056891
0.038631 -0.060189
0.043958 -0.063809
0.049391 -0.067080
0.055880 -0.070396
0.062327 -0.074213
0.069900 -0.076970
0.077984 -0.080830
0.086861 -0.083595
0.095990 -0.086806
0.106176 -0.090501
0.117160 -0.093084
0.129130 -0.096857
0.141792 -0.099592
0.155172 -0.103349
0.170233 -0.106042
0.185710 -0.107411
0.202952 -0.108870
0.221569 -0.110794
0.241375 -0.110980
0.262188 -0.109501
0.284160 -0.113381
0.308420 -0.110648
0.334162 -0.109661
0.361439 -0.109258
0.390554 -0.107580
0.421978 -0.104305
0.455403 -0.101410
0.490797 -0.097744
0.529003 -0.093422
0.567169 -0.088813
0.602374 -0.083199
0.634624 -0.078021
0.664187 -0.070891
0.691561 -0.066176
0.716795 -0.060741
0.739966 -0.056017
0.760989 -0.052418
0.780479 -0.048528
0.798367 -0.044702
0.814764 -0.042235
0.829806 -0.039274
0.843578 -0.036790
0.856267 -0.033915
0.867939 -0.031803
0.878602 -0.029652
0.888529 -0.027355
0.897611 -0.025646
0.906022 -0.023798
0.913734 -0.021860
0.920758 -0.020359
0.927342 -0.018555
0.933308 -0.017070
0.938814 -0.016113
0.943918 -0.014853
0.948533 -0.013755
0.952863 -0.012735
0.956867 -0.011810
0.960442 -0.010850
0.963848 -0.010234
0.966918 -0.009513
0.969731 -0.008870
0.972322 -0.008419
0.974720 -0.007851
0.976881 -0.007457
0.978909 -0.007033
0.980799 -0.006477
0.982485 -0.006209
0.984064 -0.005800
0.985508 -0.005548
0.986818 -0.005189
0.988068 -0.005050
0.989168 -0.004799
0.990212 -0.004588
0.991152 -0.004424
0.992016 -0.004216
0.992817 -0.004008
0.993571 -0.003872
0.994263 -0.003693
0.994888 -0.003612
0.995463 -0.003501
0.996004 -0.003329
0.996493 -0.003255
0.996937 -0.003183
0.997347 -0.003087
0.997732 -0.002967
0.998076 -0.002913
0.998402 -0.002839
0.998698 -0.002783
0.998967 -0.002705
0.999213 -0.002619
0.999451 -0.002564
0.999660 -0.002509
0.999851 -0.002447
