Generated Airfoil
1.000000 0.000000
1.001208 0.002152
1.001059 0.002208
1.000895 0.002318
1.000715 0.002471
1.000522 0.002679
1.000312 0.003018
1.000085 0.003330
0.999839 0.003555
0.999574 0.003940
0.999286 0.004360
0.998975 0.004789
0.998639 0.005164
0.998274 0.005655
0.997880 0.006184
0.997453 0.006745
0.996990 0.007192
0.996490 0.007739
0.995948 0.008433
0.995360 0.009043
0.994724 0.009704
0.994035 0.010416
0.993289 0.011127
0.992480 0.011917
0.991603 0.012754
0.990653 0.013643
0.989622 0.014612
0.988505 0.015649
0.987293 0.016786
0.985978 0.017989
0.984551 0.019299
0.983002 0.020715
0.981320 0.022236
0.979493 0.023887
0.977509 0.025664
0.975351 0.027578
0.973005 0.029639
0.970453 0.031859
0.967675 0.034249
0.964649 0.036813
0.961352 0.039569
0.957756 0.042522
0.953832 0.045692
0.949545 0.049080
0.944859 0.052700
0.939730 0.056562
0.934113 0.060672
0.927953 0.065035
0.921193 0.069643
0.913767 0.074504
0.905608 0.079606
0.896648 0.084891
0.886821 0.090307
0.876072 0.095801
0.864350 0.101176
0.851583 0.106558
0.837670 0.111673
0.822512 0.115648
0.806006 0.121895
0.788067 0.126292
0.768644 0.129010
0.747630 0.132020
0.724927 0.135104
0.700463 0.133736
0.674186 0.134639
0.645992 0.140812
0.615715 0.145729
0.582165 0.151522
0.544514 0.153309
0.505389 0.159332
0.467346 0.160804
0.435374 0.164833
0.403452 0.171296
0.373754 0.169934
0.344837 0.171673
0.320378 0.163026
0.294798 0.163558
0.273049 0.163177
0.250588 0.160889
0.228335 0.159805
0.215953 0.153395
0.191487 0.147361
0.178122 0.147082
0.162877 0.140860
0.152667 0.136435
0.134327 0.127298
0.125810 0.121817
0.112985 0.115418
0.103376 0.108045
0.097149 0.101086
0.086357 0.094179
0.080603 0.089881
0.072060 0.085136
0.065458 0.079908
0.058338 0.074767
0.053995 0.071913
0.050260 0.066081
0.044717 0.062459
0.040054 0.057932
0.037042 0.055431
0.033966 0.052508
0.028851 0.049365
0.026840 0.046719
0.022991 0.044169
0.019402 0.041113
0.017772 0.038879
0.015601 0.036938
0.013422 0.034497
0.011733 0.032508
0.010221 0.030395
0.008051 0.028244
0.007297 0.026044
0.005826 0.024202
0.004494 0.022413
0.003872 0.020276
0.003202 0.018562
0.001710 0.016624
0.001539 0.014752
0.000726 0.013120
0.000142 0.011516
-0.000171 0.009992
-0.000460 0.008489
-0.000541 0.007046
-0.000752 0.005639
-0.000646 0.004333
-0.000542 0.003135
-0.000379 0.002023
-0.000148 0.000972
0.000000 0.000000
0.000141 -0.000964
0.000293 -0.002025
0.000532 -0.003144
0.000929 -0.004335
0.001399 -0.005667
0.002019 -0.006989
0.002824 -0.008361
0.003786 -0.009910
0.005129 -0.011378
0.006039 -0.012666
0.007022 -0.014283
0.008470 -0.015494
0.010445 -0.016845
0.012389 -0.017968
0.014394 -0.019687
0.016110 -0.020786
0.018154 -0.022762
0.020680 -0.022540
0.022931 -0.023822
0.026235 -0.025035
0.029004 -0.026846
0.032411 -0.028191
0.036574 -0.029416
0.039978 -0.030515
0.044427 -0.033658
0.049037 -0.035221
0.054458 -0.036226
0.059693 -0.038397
0.064670 -0.039964
0.070843 -0.043419
0.077134 -0.046104
0.083665 -0.050878
0.090821 -0.051567
0.100505 -0.055442
0.108311 -0.057234
0.121021 -0.058296
0.131389 -0.062102
0.143610 -0.064280
0.156406 -0.065959
0.168928 -0.066319
0.184663 -0.065537
0.198654 -0.071272
0.215427 -0.069565
0.235564 -0.065330
0.253755 -0.066897
0.274632 -0.074247
0.296272 -0.069418
0.319083 -0.067486
0.345507 -0.063296
0.372272 -0.060508
0.401063 -0.056998
0.433031 -0.050249
0.466113 -0.035745
0.502233 -0.031611
0.540769 -0.023822
0.579248 -0.013541
0.613498 -0.008565
0.644654 -0.004321
0.673330 -0.001281
0.699754 0.001728
0.724104 0.003334
0.746550 0.005553
0.767219 0.007204
0.786247 0.009067
0.803764 0.010268
0.819895 0.011400
0.834758 0.012474
0.848427 0.013163
0.860996 0.013570
0.872555 0.013837
0.883185 0.013993
0.892953 0.014051
0.901918 0.013988
0.910161 0.013738
0.917728 0.013295
0.924656 0.012708
0.930996 0.012031
0.936798 0.011304
0.942109 0.010555
0.946973 0.009802
0.951429 0.009059
0.955512 0.008336
0.959256 0.007639
0.962690 0.006972
0.965841 0.006337
0.968733 0.005737
0.971388 0.005172
0.973827 0.004640
0.976067 0.004143
0.978126 0.003678
0.980019 0.003245
0.981761 0.002842
0.983363 0.002468
0.984837 0.002122
0.986195 0.001801
0.987446 0.001505
0.988599 0.001232
0.989662 0.000980
0.990642 0.000748
0.991547 0.000536
0.992383 0.000341
0.993152 0.000163
0.993852 0.000001
0.994482 -0.000148
0.995073 -0.000282
0.995620 -0.000405
0.996124 -0.000516
0.996584 -0.000616
0.996984 -0.000706
0.997325 -0.000788
0.997537 -0.000867
0.997782 -0.000959
0.997799 -0.001097
0.997888 -0.001319
0.997932 -0.001711
0.998092 -0.001931
0.998297 -0.002179
0.998473 -0.002200
0.998651 -0.002154
