Generated Airfoil
1.000000 0.000000
1.000395 0.003129
1.000201 0.003246
1.000012 0.003339
0.999778 0.003489
0.999545 0.003617
0.999290 0.003747
0.999000 0.003940
0.998692 0.004093
0.998364 0.004277
0.998022 0.004456
0.997655 0.004657
0.997233 0.004939
0.996780 0.005165
0.996323 0.005410
0.995777 0.005715
0.995210 0.006027
0.994609 0.006383
0.993971 0.006725
0.993261 0.007081
0.992489 0.007468
0.991642 0.007943
0.990725 0.008448
0.989788 0.008928
0.988692 0.009559
0.987568 0.010134
0.986300 0.010752
0.984950 0.011551
0.983572 0.012281
0.981960 0.013118
0.980247 0.014075
0.978473 0.015009
0.976484 0.016058
0.974315 0.017307
0.971974 0.018485
0.969491 0.019762
0.966773 0.021149
0.963804 0.022669
0.960627 0.024349
0.957155 0.026147
0.953336 0.027823
0.949275 0.030105
0.944924 0.031905
0.940219 0.034215
0.934994 0.036727
0.929461 0.039206
0.923266 0.041677
0.916761 0.044900
0.909472 0.047909
0.901768 0.050896
0.893275 0.054498
0.884153 0.058130
0.874224 0.061706
0.863334 0.065670
0.851513 0.069684
0.838881 0.073205
0.825001 0.078422
0.809862 0.082286
0.793473 0.086405
0.775800 0.091727
0.756593 0.096315
0.735798 0.101487
0.713263 0.106812
0.688966 0.112172
0.662583 0.118155
0.633782 0.124108
0.602647 0.131278
0.568819 0.137380
0.532406 0.143296
0.496085 0.150308
0.461601 0.154814
0.428794 0.158242
0.398199 0.159740
0.369108 0.161565
0.341912 0.162717
0.316168 0.162394
0.292349 0.161534
0.270066 0.159853
0.248356 0.158554
0.228613 0.155898
0.210018 0.153328
0.192276 0.149217
0.176389 0.146005
0.161145 0.143107
0.146920 0.138317
0.133693 0.134849
0.121484 0.130050
0.110203 0.126244
0.099425 0.121787
0.090080 0.116632
0.081381 0.112582
0.073061 0.107884
0.064776 0.103088
0.057834 0.098002
0.051446 0.093477
0.045664 0.088569
0.040094 0.084250
0.035000 0.079625
0.030989 0.074954
0.026987 0.070692
0.023366 0.066567
0.020228 0.062435
0.017393 0.058400
0.014858 0.054393
0.012709 0.050645
0.010725 0.047136
0.009033 0.043586
0.007562 0.040343
0.006174 0.037138
0.004898 0.034225
0.004184 0.031342
0.003308 0.028598
0.002591 0.026042
0.002033 0.023581
0.001381 0.021302
0.001033 0.019142
0.000791 0.017111
0.000511 0.015173
0.000280 0.013365
0.000136 0.011627
0.000042 0.009996
-0.000034 0.008463
-0.000107 0.007024
-0.000129 0.005656
-0.000146 0.004383
-0.000130 0.003184
-0.000105 0.002058
-0.000050 0.001000
0.000000 0.000000
0.000060 -0.000995
0.000142 -0.002057
0.000252 -0.003194
0.000391 -0.004404
0.000563 -0.005702
0.000773 -0.007101
0.001025 -0.008577
0.001326 -0.010161
0.001682 -0.011863
0.002099 -0.013631
0.002587 -0.015574
0.003155 -0.017610
0.003810 -0.019802
0.004567 -0.022046
0.005434 -0.024509
0.006431 -0.027117
0.007566 -0.029803
0.008862 -0.032716
0.010335 -0.035723
0.012007 -0.038960
0.013914 -0.042298
0.016058 -0.045854
0.018495 -0.049451
0.021247 -0.053207
0.024351 -0.057143
0.027892 -0.061019
0.031803 -0.065047
0.036233 -0.069295
0.041179 -0.073479
0.046795 -0.077643
0.053013 -0.082226
0.059861 -0.086782
0.067485 -0.091280
0.075847 -0.095693
0.085189 -0.099861
0.095119 -0.103741
0.105742 -0.107446
0.117858 -0.110907
0.130709 -0.114621
0.144479 -0.118085
0.159105 -0.121407
0.175234 -0.123833
0.192364 -0.126112
0.210715 -0.128656
0.230510 -0.130483
0.251925 -0.131300
0.274726 -0.132626
0.298990 -0.131367
0.325328 -0.130583
0.353208 -0.128026
0.383117 -0.126396
0.415029 -0.122478
0.449216 -0.117908
0.485584 -0.112537
0.524322 -0.106560
0.563025 -0.099593
0.598380 -0.092784
0.630795 -0.085465
0.660520 -0.078908
0.687836 -0.072270
0.712921 -0.065624
0.736016 -0.060355
0.757256 -0.054425
0.776737 -0.049451
0.794768 -0.044790
0.811211 -0.040312
0.826454 -0.036475
0.840483 -0.033078
0.853312 -0.030496
0.865235 -0.027690
0.876104 -0.025531
0.886226 -0.023081
0.895368 -0.021055
0.903958 -0.019806
0.911745 -0.017992
0.918955 -0.016737
0.925603 -0.015407
0.931683 -0.014100
0.937257 -0.012944
0.942462 -0.012058
0.947224 -0.011188
0.951568 -0.010264
0.955598 -0.009616
0.959340 -0.009018
0.962716 -0.008521
0.965854 -0.007949
0.968730 -0.007549
0.971397 -0.007099
0.973817 -0.006685
0.976078 -0.006341
0.978128 -0.006077
0.980020 -0.005809
0.981774 -0.005570
0.983365 -0.005347
0.984830 -0.005148
0.986192 -0.004956
0.987434 -0.004749
0.988587 -0.004640
0.989645 -0.004483
0.990605 -0.004346
0.991516 -0.004232
0.992322 -0.004158
0.993086 -0.004005
0.993785 -0.003873
0.994411 -0.003822
0.994996 -0.003727
0.995534 -0.003637
0.996028 -0.003544
0.996483 -0.003487
0.996907 -0.003419
0.997299 -0.003331
0.997637 -0.003281
0.997977 -0.003218
0.998272 -0.003180
0.998549 -0.003157
0.998798 -0.003120
0.999033 -0.003072
0.999237 -0.003053
0.999431 -0.003032
