Generated Airfoil
1.000000 0.000000
1.001208 0.002035
1.001059 0.002195
1.000894 0.002329
1.000715 0.002538
1.000521 0.002801
1.000312 0.003109
1.000085 0.003349
0.999839 0.003625
0.999574 0.004049
0.999286 0.004309
0.998975 0.004534
0.998639 0.005027
0.998274 0.005437
0.997880 0.005904
0.997453 0.006432
0.996990 0.006924
0.996490 0.007557
0.995948 0.008203
0.995360 0.008897
0.994724 0.009627
0.994035 0.010374
0.993289 0.011126
0.992480 0.011916
0.991603 0.012747
0.990653 0.013652
0.989622 0.014611
0.988505 0.015657
0.987293 0.016779
0.985978 0.017994
0.984551 0.019302
0.983002 0.020716
0.981320 0.022244
0.979493 0.023889
0.977509 0.025663
0.975351 0.027578
0.973005 0.029639
0.970453 0.031854
0.967675 0.034239
0.964649 0.036806
0.961352 0.039561
0.957756 0.042513
0.953832 0.045679
0.949545 0.049058
0.944859 0.052678
0.939730 0.056518
0.934113 0.060620
0.927953 0.064950
0.921193 0.069498
0.913767 0.074248
0.905608 0.079055
0.896648 0.083880
0.886821 0.088292
0.876072 0.092661
0.864350 0.096686
0.851583 0.100755
0.837670 0.104821
0.822512 0.109602
0.806006 0.113807
0.788067 0.117701
0.768644 0.121426
0.747630 0.125535
0.724927 0.128439
0.700463 0.131868
0.674186 0.134463
0.645992 0.138470
0.615731 0.141935
0.583000 0.142979
0.547035 0.148519
0.510646 0.148712
0.475414 0.153700
0.442912 0.157249
0.412191 0.154484
0.383707 0.154648
0.356640 0.155361
0.331762 0.151849
0.308756 0.152148
0.284893 0.146604
0.263941 0.142695
0.245964 0.138879
0.224657 0.136011
0.207909 0.134450
0.192676 0.131786
0.176548 0.128161
0.164115 0.122091
0.150071 0.118158
0.138399 0.116578
0.125109 0.113993
0.113809 0.108374
0.103886 0.106212
0.095145 0.099272
0.085965 0.096899
0.077259 0.092774
0.070605 0.089366
0.062330 0.084107
0.056161 0.080006
0.050405 0.076584
0.045433 0.072016
0.041430 0.068163
0.036176 0.064817
0.032321 0.061443
0.027868 0.057986
0.025503 0.054950
0.022442 0.051837
0.019860 0.049074
0.017333 0.046169
0.014926 0.043282
0.012623 0.040112
0.010810 0.037117
0.009269 0.034384
0.007396 0.031516
0.005854 0.029043
0.004567 0.026484
0.003428 0.024001
0.002150 0.021750
0.001475 0.019527
0.000556 0.017430
0.000180 0.015440
-0.000285 0.013586
-0.000603 0.011813
-0.000797 0.010123
-0.000810 0.008538
-0.000772 0.007064
-0.000653 0.005679
-0.000527 0.004397
-0.000373 0.003190
-0.000210 0.002060
-0.000116 0.000997
0.000000 0.000000
0.000119 -0.001007
0.000284 -0.002080
0.000460 -0.003226
0.000736 -0.004467
0.000977 -0.005777
0.001349 -0.007157
0.001812 -0.008595
0.002305 -0.010193
0.002873 -0.011852
0.003580 -0.013526
0.004519 -0.015407
0.005604 -0.017157
0.006933 -0.019154
0.008183 -0.021208
0.009840 -0.023453
0.011533 -0.025458
0.013922 -0.027808
0.016278 -0.029917
0.018494 -0.032386
0.021755 -0.034536
0.024849 -0.036887
0.027698 -0.038913
0.031867 -0.041611
0.035404 -0.043899
0.039609 -0.045075
0.043946 -0.047949
0.048935 -0.049472
0.054254 -0.051492
0.060717 -0.052681
0.067029 -0.055243
0.073507 -0.057934
0.081361 -0.059258
0.089883 -0.061760
0.097896 -0.063429
0.109419 -0.063107
0.119818 -0.064881
0.131111 -0.066084
0.142584 -0.067493
0.155530 -0.070217
0.169145 -0.068200
0.185011 -0.069044
0.200345 -0.070465
0.217668 -0.066814
0.235195 -0.067584
0.255064 -0.065653
0.276151 -0.063747
0.297723 -0.059974
0.321031 -0.058854
0.346222 -0.052241
0.373421 -0.048415
0.401380 -0.045760
0.431367 -0.043165
0.463184 -0.038760
0.499102 -0.033880
0.537406 -0.026606
0.575362 -0.023067
0.610834 -0.015878
0.643114 -0.011641
0.672939 -0.008319
0.699612 -0.004134
0.724063 -0.001470
0.746540 0.001998
0.767217 0.005001
0.786247 0.007859
0.803764 0.010174
0.819895 0.011651
0.834758 0.012613
0.848427 0.013192
0.860996 0.013582
0.872555 0.013837
0.883185 0.013993
0.892953 0.014051
0.901918 0.013988
0.910161 0.013738
0.917728 0.013295
0.924656 0.012708
0.930996 0.012031
0.936798 0.011304
0.942109 0.010555
0.946973 0.009802
0.951429 0.009059
0.955512 0.008336
0.959256 0.007639
0.962690 0.006972
0.965841 0.006337
0.968733 0.005737
0.971388 0.005172
0.973827 0.004640
0.976067 0.004143
0.978126 0.003678
0.980019 0.003245
0.981761 0.002842
0.983363 0.002468
0.984837 0.002122
0.986195 0.001801
0.987446 0.001505
0.988599 0.001232
0.989662 0.000980
0.990642 0.000748
0.991545 0.000536
0.992342 0.000341
0.992955 0.000163
0.993462 0.000001
0.994024 -0.000148
0.994647 -0.000282
0.995165 -0.000405
0.995584 -0.000516
0.995927 -0.000616
0.996249 -0.000708
0.996548 -0.000794
0.996797 -0.000877
0.997084 -0.000960
0.997347 -0.001059
0.997589 -0.001170
0.997830 -0.001321
0.998057 -0.001503
0.998265 -0.001663
0.998462 -0.001843
0.998650 -0.001908
