Generated Airfoil
1.000000 0.000000
0.999897 0.001350
0.999703 0.001416
0.999470 0.001488
0.999222 0.001571
0.998963 0.001663
0.998684 0.001765
0.998370 0.001875
0.998046 0.001993
0.997683 0.002119
0.997281 0.002254
0.996855 0.002397
0.996412 0.002549
0.995920 0.002711
0.995387 0.002883
0.994823 0.003067
0.994197 0.003263
0.993533 0.003472
0.992826 0.003695
0.992055 0.003934
0.991225 0.004188
0.990327 0.004461
0.989359 0.004753
0.988314 0.005065
0.987189 0.005400
0.985965 0.005759
0.984625 0.006145
0.983238 0.006558
0.981682 0.007003
0.980031 0.007480
0.978261 0.007992
0.976332 0.008543
0.974220 0.009135
0.971981 0.009770
0.969560 0.010454
0.966917 0.011187
0.964118 0.011976
0.960952 0.012822
0.957739 0.013731
0.954134 0.014706
0.950329 0.015752
0.946105 0.016874
0.941605 0.018076
0.936711 0.019364
0.931510 0.020743
0.925804 0.022218
0.919677 0.023794
0.913073 0.025477
0.905740 0.027272
0.898124 0.029181
0.889526 0.031213
0.880559 0.033376
0.870688 0.035675
0.859968 0.038108
0.848310 0.040662
0.835924 0.043330
0.822563 0.046117
0.808110 0.049018
0.792392 0.052027
0.775380 0.055148
0.757359 0.058359
0.737507 0.061656
0.716320 0.065031
0.693395 0.068460
0.668615 0.071920
0.641721 0.075399
0.612937 0.078855
0.581694 0.082234
0.547650 0.085489
0.513396 0.088331
0.481002 0.090617
0.450468 0.092413
0.421675 0.093773
0.394557 0.094729
0.369010 0.095314
0.344926 0.095561
0.322237 0.095488
0.300838 0.095115
0.280670 0.094464
0.261651 0.093559
0.243730 0.092423
0.226837 0.091079
0.210923 0.089539
0.195940 0.087820
0.181838 0.085936
0.168571 0.083907
0.156096 0.081751
0.144377 0.079492
0.133376 0.077142
0.123057 0.074717
0.113386 0.072228
0.104332 0.069689
0.095864 0.067110
0.087954 0.064506
0.080572 0.061887
0.073691 0.059266
0.067282 0.056651
0.061322 0.054056
0.055784 0.051487
0.050644 0.048954
0.045880 0.046464
0.041470 0.044020
0.037392 0.041627
0.033625 0.039293
0.030153 0.037025
0.026954 0.034819
0.024014 0.032683
0.021313 0.030614
0.018838 0.028640
0.016574 0.026729
0.014504 0.024931
0.012622 0.023184
0.010906 0.021582
0.009350 0.019998
0.007947 0.018528
0.006679 0.017069
0.005537 0.015633
0.004515 0.014160
0.003606 0.012669
0.002809 0.011212
0.002095 0.009748
0.001494 0.008318
0.000987 0.006937
0.000580 0.005617
0.000267 0.004362
0.000078 0.003181
-0.000013 0.002059
-0.000031 0.000999
0.000000 0.000000
0.000094 -0.000984
0.000230 -0.002035
0.000454 -0.003143
0.000784 -0.004303
0.001228 -0.005513
0.001740 -0.006765
0.002424 -0.008051
0.003240 -0.009403
0.004117 -0.010797
0.005085 -0.012160
0.006295 -0.013657
0.007596 -0.015106
0.009019 -0.016589
0.010618 -0.018086
0.012459 -0.019624
0.014532 -0.021385
0.016881 -0.022966
0.019459 -0.024609
0.022357 -0.025964
0.025801 -0.027643
0.029148 -0.029005
0.033351 -0.030699
0.037704 -0.032096
0.042256 -0.033739
0.047263 -0.035073
0.052726 -0.036584
0.058455 -0.038116
0.064576 -0.039886
0.071000 -0.041577
0.077734 -0.043442
0.085010 -0.044899
0.093266 -0.045769
0.101724 -0.046743
0.110652 -0.048440
0.120575 -0.047717
0.130820 -0.048425
0.141657 -0.048931
0.153614 -0.048831
0.166011 -0.050430
0.179341 -0.050816
0.193876 -0.050810
0.209478 -0.050794
0.225637 -0.050753
0.243592 -0.050556
0.262446 -0.049165
0.282648 -0.048635
0.304192 -0.047975
0.327587 -0.047667
0.352056 -0.045520
0.378367 -0.045167
0.406665 -0.043749
0.436730 -0.041909
0.468832 -0.040172
0.502946 -0.037692
0.539602 -0.036404
0.576127 -0.032735
0.609782 -0.031025
0.640986 -0.028962
0.669521 -0.026581
0.696285 -0.025128
0.720641 -0.022531
0.743192 -0.020888
0.763975 -0.017984
0.782931 -0.017240
0.800359 -0.015343
0.816380 -0.014308
0.831119 -0.013198
0.844798 -0.012361
0.857391 -0.011183
0.868940 -0.010284
0.879529 -0.009104
0.889227 -0.008846
0.898149 -0.008353
0.906349 -0.007805
0.913906 -0.007168
0.920897 -0.006233
0.927370 -0.006111
0.933245 -0.005410
0.938812 -0.005242
0.943801 -0.004959
0.948393 -0.004630
0.952778 -0.004249
0.956718 -0.004080
0.960340 -0.003964
0.963637 -0.003288
0.966721 -0.003266
0.969575 -0.003117
0.972129 -0.002712
0.974534 -0.002576
0.976739 -0.002489
0.978773 -0.002468
0.980612 -0.002250
0.982361 -0.002231
0.983946 -0.002066
0.985390 -0.002080
0.986700 -0.002189
0.987944 -0.001843
0.989089 -0.001784
0.990118 -0.001845
0.991081 -0.001779
0.991975 -0.001705
0.992797 -0.001728
0.993537 -0.001641
0.994205 -0.001672
0.994844 -0.001602
0.995433 -0.001637
0.995963 -0.001599
0.996466 -0.001560
0.996927 -0.001550
0.997346 -0.001536
0.997728 -0.001485
0.998091 -0.001437
0.998411 -0.001396
0.998719 -0.001383
0.998989 -0.001348
0.999251 -0.001333
0.999482 -0.001313
0.999698 -0.001305
0.999896 -0.001300
