Generated Airfoil
1.000000 0.000000
0.999943 0.001295
0.999754 0.001375
0.999517 0.001462
0.999286 0.001554
0.999020 0.001653
0.998748 0.001758
0.998440 0.001871
0.998118 0.001990
0.997758 0.002117
0.997350 0.002252
0.996932 0.002395
0.996480 0.002548
0.995992 0.002710
0.995456 0.002883
0.994899 0.003067
0.994280 0.003263
0.993609 0.003472
0.992915 0.003695
0.992156 0.003933
0.991329 0.004188
0.990435 0.004461
0.989481 0.004752
0.988457 0.005065
0.987369 0.005400
0.986124 0.005759
0.984796 0.006145
0.983445 0.006558
0.981881 0.007003
0.980240 0.007480
0.978546 0.007992
0.976585 0.008543
0.974557 0.009135
0.972345 0.009770
0.969934 0.010453
0.967299 0.011187
0.964502 0.011975
0.961383 0.012822
0.958251 0.013730
0.954601 0.014706
0.950825 0.015752
0.946720 0.016874
0.942302 0.018076
0.937448 0.019364
0.932202 0.020743
0.926487 0.022218
0.920551 0.023794
0.913960 0.025477
0.906735 0.027271
0.898985 0.029181
0.890559 0.031213
0.881797 0.033376
0.871925 0.035675
0.861142 0.038107
0.849703 0.040661
0.837511 0.043330
0.824062 0.046116
0.809831 0.049017
0.794143 0.052026
0.777445 0.055147
0.759182 0.058357
0.739435 0.061654
0.718168 0.065028
0.694985 0.068457
0.670093 0.071917
0.643289 0.075394
0.614032 0.078850
0.582441 0.082228
0.548197 0.085482
0.513734 0.088322
0.481202 0.090607
0.450584 0.092404
0.421766 0.093764
0.394630 0.094721
0.369068 0.095307
0.344980 0.095553
0.322276 0.095481
0.300876 0.095109
0.280703 0.094458
0.261684 0.093553
0.243757 0.092419
0.226861 0.091074
0.210945 0.089535
0.195958 0.087816
0.181853 0.085932
0.168584 0.083903
0.156110 0.081748
0.144390 0.079488
0.133386 0.077138
0.123065 0.074713
0.113394 0.072224
0.104339 0.069684
0.095871 0.067106
0.087960 0.064501
0.080577 0.061882
0.073695 0.059258
0.067287 0.056643
0.061326 0.054045
0.055788 0.051474
0.050649 0.048937
0.045885 0.046441
0.041474 0.043991
0.037396 0.041592
0.033631 0.039248
0.030158 0.036962
0.026961 0.034735
0.024021 0.032570
0.021323 0.030469
0.018850 0.028431
0.016588 0.026458
0.014524 0.024549
0.012643 0.022704
0.010935 0.020922
0.009388 0.019204
0.007991 0.017548
0.006734 0.015954
0.005607 0.014419
0.004603 0.012946
0.003714 0.011532
0.002933 0.010181
0.002252 0.008890
0.001667 0.007660
0.001173 0.006508
0.000765 0.005388
0.000441 0.004267
0.000201 0.003146
0.000042 0.002051
-0.000027 0.000999
0.000000 0.000000
0.000158 -0.000962
0.000379 -0.001980
0.000710 -0.003034
0.001178 -0.004132
0.001826 -0.005239
0.002515 -0.006345
0.003518 -0.007469
0.004571 -0.008618
0.005815 -0.009792
0.007180 -0.010871
0.008700 -0.012171
0.010436 -0.013278
0.012282 -0.014519
0.014353 -0.015638
0.016454 -0.016964
0.018866 -0.018222
0.021470 -0.019371
0.024317 -0.020487
0.027375 -0.021526
0.030778 -0.022831
0.034388 -0.023846
0.038268 -0.025326
0.042493 -0.026421
0.046873 -0.027231
0.051702 -0.028775
0.056914 -0.029776
0.062480 -0.031299
0.068434 -0.031827
0.074822 -0.033323
0.081607 -0.034424
0.088980 -0.035014
0.096892 -0.035558
0.105279 -0.035965
0.114193 -0.036244
0.123935 -0.036204
0.134276 -0.036427
0.145373 -0.036218
0.157169 -0.035583
0.169730 -0.036279
0.183149 -0.036356
0.197548 -0.036081
0.212996 -0.035412
0.229425 -0.034818
0.247101 -0.034093
0.265814 -0.034042
0.285971 -0.033147
0.307450 -0.032285
0.330552 -0.032140
0.354915 -0.030301
0.381226 -0.029958
0.409366 -0.029063
0.439364 -0.027637
0.471383 -0.025681
0.505520 -0.024452
0.542070 -0.022390
0.578516 -0.021171
0.611967 -0.019526
0.642895 -0.018125
0.671092 -0.016031
0.697260 -0.014462
0.721527 -0.012570
0.743744 -0.011848
0.764409 -0.010607
0.783191 -0.010457
0.800769 -0.009808
0.816775 -0.008754
0.831447 -0.008577
0.845157 -0.008092
0.857843 -0.006890
0.869323 -0.006814
0.879976 -0.005475
0.889524 -0.005625
0.898536 -0.005261
0.906647 -0.004352
0.914260 -0.004875
0.921198 -0.004215
0.927684 -0.004099
0.933585 -0.003623
0.939087 -0.003646
0.944141 -0.003464
0.948680 -0.003252
0.953027 -0.003194
0.956942 -0.002790
0.960501 -0.002782
0.963849 -0.002244
0.966877 -0.002336
0.969701 -0.002452
0.972235 -0.002140
0.974705 -0.002013
0.976859 -0.001908
0.978872 -0.001804
0.980719 -0.001753
0.982425 -0.001702
0.984006 -0.001573
0.985425 -0.001583
0.986723 -0.001623
0.987951 -0.001438
0.989113 -0.001338
0.990130 -0.001334
0.991088 -0.001403
0.991979 -0.001283
0.992774 -0.001283
0.993524 -0.001245
0.994188 -0.001237
0.994823 -0.001242
0.995396 -0.001245
0.995934 -0.001212
0.996434 -0.001194
0.996900 -0.001187
0.997320 -0.001171
0.997694 -0.001139
0.998068 -0.001123
0.998378 -0.001119
0.998687 -0.001116
0.998954 -0.001135
0.999205 -0.001155
0.999441 -0.001177
0.999655 -0.001200
0.999863 -0.001221
