Generated Airfoil
1.000000 0.000000
1.000456 0.003054
1.000253 0.003148
1.000054 0.003289
0.999831 0.003411
0.999608 0.003546
0.999336 0.003690
0.999070 0.003864
0.998766 0.004038
0.998444 0.004203
0.998103 0.004423
0.997712 0.004646
0.997323 0.004891
0.996881 0.005144
0.996399 0.005427
0.995880 0.005690
0.995329 0.006064
0.994714 0.006407
0.994062 0.006782
0.993352 0.007221
0.992571 0.007646
0.991757 0.008099
0.990865 0.008600
0.989903 0.009165
0.988821 0.009782
0.987681 0.010442
0.986470 0.011179
0.985132 0.011918
0.983667 0.012722
0.982087 0.013591
0.980413 0.014500
0.978604 0.015607
0.976591 0.016639
0.974451 0.017887
0.972110 0.019229
0.969592 0.020549
0.966885 0.022069
0.963881 0.023613
0.960660 0.025355
0.957245 0.027246
0.953486 0.029126
0.949391 0.031258
0.945023 0.033535
0.940198 0.036086
0.935013 0.038791
0.929392 0.041715
0.923434 0.044837
0.916916 0.048222
0.909671 0.051614
0.901897 0.055581
0.893487 0.059913
0.884544 0.064240
0.874727 0.068935
0.863906 0.073753
0.852458 0.079145
0.839567 0.084351
0.826104 0.090348
0.811228 0.096828
0.794885 0.102357
0.776970 0.109149
0.757622 0.116169
0.736662 0.123224
0.713826 0.130865
0.689430 0.138605
0.663047 0.146406
0.633654 0.154258
0.601907 0.162706
0.567408 0.170023
0.529710 0.176592
0.491664 0.181800
0.456245 0.186209
0.422353 0.188413
0.390585 0.190757
0.360574 0.190254
0.333018 0.190017
0.305819 0.188846
0.281509 0.186600
0.258537 0.184406
0.236798 0.181566
0.216252 0.177991
0.197302 0.174143
0.179346 0.169149
0.163111 0.165099
0.147285 0.160267
0.133307 0.154733
0.120495 0.149451
0.107754 0.143869
0.096880 0.138750
0.086038 0.133163
0.077012 0.127786
0.068245 0.122142
0.059797 0.116457
0.053007 0.111147
0.045414 0.105210
0.039843 0.099866
0.034327 0.094706
0.028982 0.089277
0.024716 0.084142
0.020503 0.078943
0.016981 0.074308
0.013999 0.069572
0.011076 0.065089
0.008864 0.060603
0.006746 0.056480
0.005085 0.052490
0.003516 0.048613
0.002294 0.044875
0.001224 0.041461
0.000456 0.038113
-0.000113 0.034951
-0.000888 0.031935
-0.001120 0.029111
-0.001444 0.026402
-0.001706 0.023863
-0.001749 0.021483
-0.001909 0.019255
-0.001916 0.017154
-0.001879 0.015185
-0.001817 0.013326
-0.001715 0.011567
-0.001582 0.009937
-0.001430 0.008391
-0.001241 0.006955
-0.001038 0.005606
-0.000828 0.004339
-0.000624 0.003146
-0.000419 0.002026
-0.000213 0.000978
0.000000 0.000000
0.000215 -0.000981
0.000467 -0.002027
0.000745 -0.003137
0.001064 -0.004320
0.001413 -0.005585
0.001820 -0.006945
0.002274 -0.008371
0.002748 -0.009885
0.003336 -0.011556
0.003968 -0.013247
0.004646 -0.015037
0.005484 -0.016988
0.006397 -0.019056
0.007416 -0.021219
0.008593 -0.023457
0.009938 -0.025944
0.011451 -0.028442
0.013121 -0.031104
0.015111 -0.033851
0.017211 -0.036751
0.019829 -0.039550
0.022479 -0.042724
0.025674 -0.045831
0.029069 -0.049010
0.032901 -0.052224
0.037025 -0.055616
0.041864 -0.058883
0.046908 -0.062497
0.052635 -0.065882
0.058713 -0.069444
0.065412 -0.072720
0.072840 -0.076178
0.081037 -0.079414
0.090031 -0.082213
0.099240 -0.085576
0.109351 -0.088254
0.120535 -0.091436
0.132452 -0.093770
0.145236 -0.095641
0.158711 -0.098590
0.173665 -0.100534
0.189640 -0.102106
0.206463 -0.103184
0.224176 -0.103715
0.244161 -0.104379
0.264980 -0.103714
0.287149 -0.101511
0.310906 -0.100438
0.336223 -0.098039
0.363254 -0.094549
0.392015 -0.089975
0.423133 -0.085101
0.456049 -0.079450
0.491231 -0.072378
0.529004 -0.066723
0.566565 -0.061030
0.601046 -0.055255
0.632946 -0.050471
0.662272 -0.045664
0.689353 -0.042167
0.714241 -0.038156
0.737240 -0.035044
0.758358 -0.031983
0.777792 -0.029256
0.795650 -0.026561
0.812079 -0.024529
0.827234 -0.021995
0.841188 -0.020030
0.854047 -0.018328
0.865854 -0.016672
0.876702 -0.015188
0.886653 -0.013804
0.895834 -0.012569
0.904265 -0.011670
0.912070 -0.011485
0.919172 -0.010704
0.925756 -0.010367
0.931824 -0.009602
0.937411 -0.009172
0.942561 -0.008692
0.947254 -0.008054
0.951618 -0.007619
0.955607 -0.007298
0.959300 -0.006988
0.962673 -0.006535
0.965801 -0.006346
0.968675 -0.006059
0.971300 -0.005633
0.973737 -0.005580
0.975961 -0.005275
0.978011 -0.005066
0.979907 -0.004824
0.981640 -0.004613
0.983237 -0.004554
0.984707 -0.004326
0.986064 -0.004246
0.987320 -0.004079
0.988454 -0.004006
0.989513 -0.003891
0.990493 -0.003782
0.991379 -0.003706
0.992200 -0.003632
0.992948 -0.003591
0.993651 -0.003515
0.994294 -0.003481
0.994875 -0.003399
0.995423 -0.003347
0.995925 -0.003282
0.996382 -0.003247
0.996800 -0.003211
0.997189 -0.003179
0.997552 -0.003139
0.997875 -0.003103
0.998173 -0.003066
0.998462 -0.003036
0.998716 -0.003013
0.998953 -0.002983
0.999168 -0.002963
0.999370 -0.002957
