Generated Airfoil
1.000000 0.000000
1.001212 0.003048
1.001061 0.003225
1.000895 0.003370
1.000716 0.003498
1.000522 0.003670
1.000312 0.003893
1.000085 0.004101
0.999839 0.004348
0.999574 0.004610
0.999286 0.004909
0.998975 0.005241
0.998638 0.005643
0.998274 0.006027
0.997880 0.006440
0.997453 0.006905
0.996990 0.007403
0.996490 0.007935
0.995947 0.008517
0.995360 0.009114
0.994724 0.009747
0.994035 0.010432
0.993289 0.011149
0.992480 0.011926
0.991603 0.012757
0.990652 0.013654
0.989622 0.014616
0.988504 0.015659
0.987292 0.016782
0.985977 0.017995
0.984550 0.019306
0.983001 0.020719
0.981319 0.022245
0.979493 0.023893
0.977508 0.025667
0.975351 0.027580
0.973005 0.029641
0.970452 0.031858
0.967674 0.034244
0.964649 0.036809
0.961351 0.039562
0.957755 0.042517
0.953830 0.045682
0.949544 0.049072
0.944857 0.052692
0.939729 0.056552
0.934111 0.060661
0.927952 0.065021
0.921192 0.069632
0.913767 0.074497
0.905608 0.079602
0.896648 0.084952
0.886821 0.090550
0.876072 0.096420
0.864350 0.102604
0.851583 0.109149
0.837670 0.116003
0.822512 0.123096
0.806006 0.130413
0.788067 0.137738
0.768644 0.145297
0.747629 0.152865
0.724919 0.160321
0.700373 0.167309
0.673605 0.173710
0.643902 0.180191
0.610304 0.184808
0.574462 0.189078
0.535231 0.192799
0.495931 0.195506
0.458521 0.196864
0.424538 0.195844
0.391171 0.198024
0.360282 0.195786
0.332973 0.196326
0.304810 0.193317
0.280801 0.190385
0.255970 0.188121
0.234931 0.182889
0.214401 0.180998
0.195109 0.176098
0.177324 0.172840
0.160635 0.167112
0.145039 0.161076
0.131311 0.154979
0.117974 0.149487
0.105737 0.144371
0.094766 0.139265
0.084368 0.133046
0.076153 0.127710
0.067062 0.121831
0.058356 0.115660
0.052009 0.109828
0.045407 0.104518
0.039317 0.099220
0.034712 0.093120
0.029045 0.087907
0.025300 0.082444
0.021314 0.077363
0.018350 0.073087
0.015084 0.068842
0.012423 0.064270
0.010357 0.060114
0.008048 0.055982
0.006200 0.052074
0.004448 0.048390
0.003321 0.044760
0.002097 0.041415
0.001237 0.038104
0.000727 0.035019
-0.000139 0.032013
-0.000613 0.029222
-0.001228 0.026477
-0.001383 0.023978
-0.001556 0.021570
-0.001809 0.019352
-0.001651 0.017273
-0.001723 0.015264
-0.001591 0.013425
-0.001434 0.011662
-0.001400 0.010011
-0.001173 0.008464
-0.001042 0.007005
-0.000865 0.005644
-0.000669 0.004364
-0.000492 0.003163
-0.000324 0.002040
-0.000160 0.000987
0.000000 0.000000
0.000172 -0.000992
0.000361 -0.002049
0.000590 -0.003174
0.000824 -0.004383
0.001091 -0.005679
0.001363 -0.007060
0.001731 -0.008544
0.002101 -0.010073
0.002619 -0.011738
0.003169 -0.013628
0.003737 -0.015463
0.004560 -0.017477
0.005382 -0.019666
0.006319 -0.021955
0.007464 -0.024287
0.008655 -0.026910
0.010167 -0.029530
0.011912 -0.032102
0.013615 -0.035217
0.015801 -0.038097
0.018217 -0.041265
0.020576 -0.044503
0.023502 -0.047597
0.026890 -0.051158
0.030533 -0.054385
0.034404 -0.058128
0.039190 -0.061772
0.043282 -0.066002
0.049014 -0.069498
0.054828 -0.073926
0.061536 -0.078058
0.068429 -0.081783
0.075611 -0.085871
0.084439 -0.089921
0.094122 -0.093666
0.103765 -0.096426
0.114906 -0.100237
0.126858 -0.102802
0.139647 -0.107301
0.154164 -0.108320
0.169003 -0.110278
0.185406 -0.110674
0.202652 -0.110760
0.221539 -0.108949
0.241663 -0.108638
0.263749 -0.105264
0.285879 -0.101738
0.310173 -0.097797
0.335830 -0.094479
0.363200 -0.090198
0.392075 -0.085184
0.422749 -0.080323
0.455808 -0.074796
0.490804 -0.067105
0.527746 -0.061055
0.564730 -0.054265
0.598824 -0.048737
0.630212 -0.040288
0.659512 -0.030377
0.686584 -0.022822
0.711559 -0.014230
0.734573 -0.007236
0.755784 -0.001912
0.775306 0.002286
0.793281 0.005698
0.809765 0.008138
0.824937 0.009768
0.838929 0.010925
0.851826 0.011440
0.863702 0.011785
0.874686 0.011913
0.884784 0.011795
0.894035 0.011722
0.902644 0.011313
0.910516 0.010567
0.917784 0.009947
0.924515 0.009285
0.930681 0.008745
0.936391 0.008062
0.941560 0.007336
0.946395 0.006587
0.950791 0.006064
0.954829 0.005434
0.958510 0.004804
0.961948 0.004283
0.965065 0.003805
0.967944 0.003371
0.970596 0.002915
0.973041 0.002423
0.975283 0.002134
0.977360 0.001643
0.979277 0.001239
0.981037 0.000885
0.982662 0.000611
0.984156 0.000307
0.985530 0.000082
0.986791 -0.000164
0.987949 -0.000464
0.989012 -0.000670
0.989986 -0.000996
0.990880 -0.001095
0.991698 -0.001354
0.992448 -0.001555
0.993135 -0.001692
0.993765 -0.001879
0.994342 -0.002012
0.994870 -0.002048
0.995354 -0.002208
0.995798 -0.002279
0.996205 -0.002343
0.996578 -0.002436
0.996921 -0.002475
0.997234 -0.002574
0.997522 -0.002643
0.997787 -0.002692
0.998029 -0.002787
0.998252 -0.002824
0.998453 -0.002835
0.998644 -0.002913
