Generated Airfoil
1.000000 0.000000
0.999977 0.001295
0.999768 0.001375
0.999547 0.001461
0.999308 0.001554
0.999045 0.001653
0.998777 0.001758
0.998455 0.001871
0.998134 0.001990
0.997776 0.002117
0.997368 0.002252
0.996958 0.002395
0.996498 0.002548
0.996034 0.002710
0.995492 0.002883
0.994926 0.003067
0.994317 0.003263
0.993660 0.003472
0.992964 0.003695
0.992207 0.003933
0.991397 0.004188
0.990509 0.004461
0.989572 0.004752
0.988544 0.005065
0.987435 0.005400
0.986219 0.005759
0.984910 0.006145
0.983521 0.006558
0.982014 0.007003
0.980448 0.007480
0.978683 0.007992
0.976678 0.008543
0.974704 0.009135
0.972568 0.009770
0.970077 0.010454
0.967497 0.011187
0.964692 0.011976
0.961572 0.012822
0.958396 0.013731
0.954793 0.014706
0.951026 0.015752
0.946787 0.016874
0.942444 0.018076
0.937569 0.019364
0.932291 0.020743
0.926709 0.022218
0.920507 0.023794
0.914077 0.025477
0.906811 0.027272
0.899107 0.029181
0.890755 0.031213
0.881690 0.033376
0.871547 0.035675
0.861033 0.038107
0.849273 0.040661
0.837076 0.043329
0.823579 0.046116
0.809339 0.049016
0.793434 0.052026
0.776645 0.055147
0.758190 0.058357
0.738292 0.061654
0.716489 0.065028
0.693365 0.068457
0.668478 0.071916
0.641953 0.075394
0.613413 0.078850
0.582361 0.082227
0.548217 0.085481
0.513754 0.088322
0.481209 0.090606
0.450588 0.092403
0.421768 0.093764
0.394632 0.094721
0.369070 0.095306
0.344981 0.095553
0.322277 0.095481
0.300877 0.095109
0.280703 0.094458
0.261685 0.093553
0.243757 0.092419
0.226861 0.091074
0.210945 0.089535
0.195959 0.087816
0.181853 0.085932
0.168585 0.083903
0.156110 0.081748
0.144390 0.079488
0.133387 0.077138
0.123066 0.074713
0.113394 0.072224
0.104339 0.069684
0.095871 0.067106
0.087960 0.064501
0.080577 0.061882
0.073695 0.059258
0.067287 0.056643
0.061326 0.054045
0.055788 0.051474
0.050649 0.048937
0.045885 0.046441
0.041474 0.043991
0.037396 0.041592
0.033631 0.039248
0.030158 0.036961
0.026961 0.034735
0.024021 0.032570
0.021323 0.030469
0.018850 0.028431
0.016588 0.026457
0.014524 0.024548
0.012643 0.022703
0.010935 0.020921
0.009388 0.019202
0.007991 0.017545
0.006734 0.015947
0.005607 0.014409
0.004604 0.012928
0.003714 0.011504
0.002933 0.010133
0.002253 0.008815
0.001668 0.007552
0.001174 0.006347
0.000767 0.005213
0.000445 0.004132
0.000207 0.003076
0.000051 0.002023
-0.000021 0.000986
0.000000 0.000000
0.000138 -0.000967
0.000340 -0.002008
0.000669 -0.003090
0.001178 -0.004221
0.001844 -0.005354
0.002616 -0.006489
0.003514 -0.007612
0.004638 -0.008784
0.005787 -0.009930
0.007237 -0.011140
0.008647 -0.012281
0.010415 -0.013504
0.012186 -0.014680
0.014192 -0.016071
0.016247 -0.017231
0.018633 -0.018590
0.021274 -0.019903
0.024104 -0.021086
0.027025 -0.022402
0.030446 -0.023708
0.034048 -0.024886
0.037968 -0.025961
0.042082 -0.027527
0.046559 -0.028605
0.051354 -0.029887
0.056546 -0.030962
0.062140 -0.032598
0.068051 -0.032977
0.074501 -0.034852
0.081283 -0.035388
0.088709 -0.036655
0.096581 -0.036875
0.104987 -0.036914
0.113875 -0.037524
0.123588 -0.037535
0.133949 -0.038113
0.144966 -0.037686
0.156764 -0.038028
0.169357 -0.038665
0.182708 -0.038905
0.197143 -0.039555
0.212526 -0.039691
0.229023 -0.039314
0.246687 -0.039340
0.265496 -0.039465
0.285610 -0.039598
0.307079 -0.038744
0.330281 -0.039358
0.354687 -0.038714
0.381039 -0.038435
0.409088 -0.036992
0.439156 -0.034924
0.471224 -0.033475
0.505297 -0.032910
0.541826 -0.029464
0.578249 -0.025961
0.611782 -0.024554
0.642627 -0.022713
0.670973 -0.021654
0.697288 -0.019411
0.721643 -0.017343
0.743702 -0.015809
0.764213 -0.014913
0.782992 -0.014102
0.800493 -0.013861
0.816311 -0.013072
0.830963 -0.011607
0.844601 -0.010728
0.857179 -0.009315
0.868698 -0.008178
0.879351 -0.008042
0.889074 -0.007157
0.898067 -0.006551
0.906311 -0.005992
0.913903 -0.005330
0.920877 -0.004791
0.927433 -0.004367
0.933404 -0.004322
0.938843 -0.004152
0.943890 -0.003599
0.948567 -0.003689
0.952779 -0.003496
0.956751 -0.002988
0.960327 -0.003072
0.963664 -0.002702
0.966737 -0.002623
0.969535 -0.002356
0.972181 -0.002401
0.974521 -0.002193
0.976743 -0.002068
0.978737 -0.001896
0.980595 -0.001911
0.982322 -0.001846
0.983882 -0.001853
0.985330 -0.001637
0.986665 -0.001719
0.987892 -0.001517
0.989027 -0.001418
0.990068 -0.001431
0.991041 -0.001319
0.991931 -0.001375
0.992742 -0.001302
0.993470 -0.001241
0.994155 -0.001301
0.994780 -0.001249
0.995351 -0.001219
0.995903 -0.001197
0.996395 -0.001164
0.996873 -0.001148
0.997275 -0.001115
0.997670 -0.001097
0.998036 -0.001097
0.998338 -0.001101
0.998647 -0.001105
0.998925 -0.001126
0.999174 -0.001146
0.999414 -0.001171
0.999627 -0.001197
0.999835 -0.001220
