Generated Airfoil
1.000000 0.000000
1.000020 0.001522
0.999828 0.001575
0.999597 0.001618
0.999365 0.001682
0.999096 0.001751
0.998828 0.001843
0.998520 0.001939
0.998178 0.002043
0.997827 0.002166
0.997448 0.002297
0.997029 0.002441
0.996575 0.002588
0.996096 0.002748
0.995569 0.002918
0.995024 0.003097
0.994411 0.003292
0.993752 0.003500
0.993060 0.003721
0.992287 0.003961
0.991485 0.004213
0.990583 0.004483
0.989643 0.004777
0.988593 0.005089
0.987462 0.005425
0.986270 0.005785
0.984974 0.006172
0.983571 0.006586
0.982034 0.007032
0.980403 0.007509
0.978619 0.008021
0.976692 0.008574
0.974664 0.009171
0.972454 0.009806
0.969942 0.010496
0.967384 0.011232
0.964541 0.012021
0.961456 0.012873
0.958211 0.013787
0.954620 0.014763
0.950783 0.015813
0.946555 0.016939
0.942139 0.018143
0.937338 0.019439
0.932037 0.020824
0.926221 0.022302
0.920197 0.023886
0.913671 0.025575
0.906417 0.027373
0.898714 0.029291
0.890233 0.031332
0.880996 0.033506
0.871418 0.035818
0.860644 0.038260
0.849188 0.040821
0.836638 0.043490
0.823194 0.046280
0.808618 0.049185
0.792718 0.052203
0.775763 0.055343
0.757423 0.058556
0.737442 0.061856
0.715664 0.065241
0.692932 0.068651
0.668284 0.072141
0.641478 0.075632
0.612698 0.079097
0.581280 0.082482
0.546980 0.085724
0.512757 0.088577
0.480355 0.090874
0.449987 0.092623
0.421242 0.093973
0.394168 0.094907
0.368634 0.095472
0.344564 0.095736
0.321933 0.095633
0.300532 0.095254
0.280377 0.094590
0.261384 0.093682
0.243484 0.092520
0.226593 0.091183
0.210701 0.089632
0.195738 0.087914
0.181658 0.086022
0.168400 0.083998
0.155915 0.081838
0.144232 0.079590
0.133231 0.077237
0.122925 0.074817
0.113268 0.072330
0.104218 0.069801
0.095757 0.067236
0.087849 0.064632
0.080477 0.062028
0.073591 0.059449
0.067193 0.056861
0.061238 0.054314
0.055697 0.051790
0.050552 0.049296
0.045782 0.046899
0.041371 0.044560
0.037282 0.042312
0.033504 0.040108
0.030030 0.038040
0.026811 0.035995
0.023852 0.034065
0.021123 0.032144
0.018610 0.030419
0.016324 0.028610
0.014198 0.026865
0.012268 0.025183
0.010500 0.023392
0.008848 0.021584
0.007438 0.019852
0.006070 0.018081
0.004880 0.016285
0.003853 0.014620
0.002954 0.012938
0.002142 0.011345
0.001456 0.009822
0.000953 0.008359
0.000557 0.006974
0.000297 0.005650
0.000100 0.004387
-0.000000 0.003194
-0.000039 0.002064
-0.000039 0.000998
0.000000 0.000000
0.000080 -0.000991
0.000196 -0.002055
0.000388 -0.003181
0.000661 -0.004380
0.001036 -0.005628
0.001545 -0.006957
0.002168 -0.008315
0.002971 -0.009749
0.003858 -0.011235
0.004820 -0.012747
0.006023 -0.014298
0.007302 -0.015891
0.008617 -0.017488
0.010270 -0.019204
0.011994 -0.020896
0.014008 -0.022626
0.016322 -0.024204
0.018698 -0.025770
0.021355 -0.027390
0.024492 -0.029514
0.027852 -0.031155
0.031589 -0.032615
0.035715 -0.034362
0.040004 -0.036237
0.044985 -0.037872
0.049963 -0.039507
0.055720 -0.041049
0.061809 -0.042943
0.068045 -0.044866
0.075233 -0.046644
0.082172 -0.048026
0.090532 -0.049833
0.098901 -0.050686
0.108019 -0.051792
0.117504 -0.052521
0.127992 -0.053332
0.138868 -0.054701
0.150868 -0.055414
0.163658 -0.056084
0.176907 -0.058201
0.191488 -0.058000
0.206811 -0.058403
0.223412 -0.058950
0.241315 -0.058635
0.260240 -0.058416
0.280596 -0.057359
0.302273 -0.056144
0.325237 -0.055728
0.349907 -0.054011
0.376423 -0.051746
0.404471 -0.049479
0.434583 -0.047564
0.466806 -0.044449
0.501049 -0.041068
0.537810 -0.038444
0.574648 -0.035058
0.608422 -0.032271
0.639742 -0.029826
0.668513 -0.026546
0.695166 -0.024454
0.719603 -0.021361
0.742189 -0.019710
0.762851 -0.017348
0.781904 -0.015817
0.799399 -0.014358
0.815539 -0.013280
0.830332 -0.011993
0.843986 -0.010974
0.856585 -0.009402
0.868151 -0.009046
0.878804 -0.007941
0.888579 -0.007589
0.897439 -0.006784
0.905703 -0.006569
0.913438 -0.005865
0.920411 -0.005629
0.926922 -0.005008
0.932915 -0.004831
0.938431 -0.004474
0.943500 -0.004529
0.948082 -0.003860
0.952429 -0.003905
0.956388 -0.003726
0.959996 -0.003390
0.963323 -0.002961
0.966424 -0.003052
0.969265 -0.002873
0.971874 -0.002575
0.974281 -0.002561
0.976521 -0.002498
0.978540 -0.002371
0.980429 -0.002244
0.982141 -0.002269
0.983738 -0.002130
0.985196 -0.002096
0.986548 -0.002087
0.987790 -0.001939
0.988931 -0.001897
0.989955 -0.001842
0.990927 -0.001763
0.991835 -0.001764
0.992657 -0.001768
0.993408 -0.001733
0.994080 -0.001725
0.994741 -0.001673
0.995323 -0.001728
0.995863 -0.001680
0.996353 -0.001669
0.996808 -0.001648
0.997231 -0.001637
0.997608 -0.001614
0.997978 -0.001579
0.998298 -0.001572
0.998596 -0.001564
0.998865 -0.001530
0.999136 -0.001527
0.999364 -0.001494
0.999581 -0.001497
0.999780 -0.001490
